userName,score,at,content
Gema Assayaf,1,2021-09-17 01:19:15,"This app is runs well, but when you lost a signal and the device cant define your location, this apps seems cant update the location by the time you want to check in, AND ITS SUCKS!"
Heru Sungkono,1,2021-09-15 15:10:02,"Once updated, I cannot log in anymore. Until now. The app always crashes and stops after inputing mobile number to get OTP. Tried to uninstall and reinstall, but no luck. 👎"
Danial Rafi,1,2021-09-15 07:41:41,"what's up with the location permission? the app keeps telling to allow location permission for all the time and not allowing location tracking when only using the app. and the app always run in background, is there any reason for such thing?"
Nedd,1,2021-10-03 13:51:02,"Now we must used this app to go with public transport and public building area, but this app is more even worse to use. can't edit profile, notify location spam everytime for draining your battery. if make something important thing for many people in Indonesia please make sure this work better application before release to use in many public area"
Maria Zahara,1,2021-10-02 03:33:40,"Bad application. Government ask to scan the barcode but when we try to login we shud fill the birth and ID often time. After we fill, then internal server error. What a bad application! Most people suggest to download and do many field to fill, but the application code not support. After cant login via applocation, i'd tried to login via website, same instructions! Internal server error and ask the birth date and ID often time. Wasting time"
Lintang Wisesa,1,2021-09-18 13:09:07,"Overall: bad experience. 1. This app force its users to activate the GPS all the time, also accessing document & media. 2. Bad technical flow when you want to register for scheduling covid-19 vaccine. When I wanna register myself to get vaccinated, this app ask my name & NIK again. Even though I've declared my name & NIK on this app, why this app ask me again? 3. The app told me that the OTP would be sent to my phone through SMS, but in fact they sent it to my mail & went to my spam."
Yulius Aldo,1,2021-09-17 00:05:24,"Not helping much. But making life even harder by goverment lolicy to use this apps to enter in certain area. Some people still can not have vaccine because of some circustances. This apps only track location, not helping to get vaccine. Terrible privacy data management also. Our privacy is not safe when we use this apps."
Febryan Agung,1,2021-10-12 16:29:07,"Stupid app I've ever seen. The developer seems can't hire professional programmer to work with this app. So easy to do reverse engineering. This app is bloated with stupid gps tracking. I mean Google Maps also tracked us but why it doesn't drain so much battery compared to this stupid app? Please don't sue me just because I'm trying to complain. Also please reply this review with English, I'm Indonesian who lives in Ireland for many years so I don't really know Bahasa Indonesia much."
Sonny P.,5,2021-10-03 16:00:16,"Functionality seems to have improved significantly. It drains battery for the active notification that uses GPS and who knows whatever else, but this is acceptable for now, all things considered. Let's get through this together."
Baziedy Darmawan,1,2021-10-02 04:23:19,"This is a disgrace, very unreliable. The internal service is always error when I tried to update the data. Somebody need to fix it immidiately."
Fenny Tjandradinata,1,2021-09-19 11:48:34,"This app loads very slow, at first I can't use the app because it doesn't have any pointer to activate location all the time, need to rework the UX application flow and do proper UX testing."
G I,4,2021-09-22 13:20:18,"Good, if only i can accessed a camera to scan QR but it doesn't show up. Bagus, hanya saja kameranya bermasalah dan gak bisa scan QR tiap mau masuk gedung. Tampilan saat membuka Scan QR kamera hanya hitam but it still work fine to a default camera. Sorry, fix this. And thank you, stay safe and stay healthy."
